time,latitude,longitude,depth,Temperature,CTD_Salinity,Salinity,Sigma_theta,Oxygen_1,CO2,Alkalinity,TOC,POC,PON,TN,NO3_plus_NO2,NO2,PO4,Silicate,Bact_Enum
2009-11-07T14:08:00Z,31.667,-64.166,299.9,18.678,36.596,36.598,26.339,202.0,2107.8,2392.4,50.6,5.93,1.29,5.9,3.33,0.0,0.12,1.21,1.8
2009-11-07T14:08:00Z,31.667,-64.166,400.0,18.138,36.55,36.55,26.444,202.9,2111.2,2389.2,48.5,5.03,1.29,7.0,4.34,0.0,0.14,1.45,0.8
2010-02-05T17:18:00Z,31.674,-64.174,4.7,19.107,36.629,36.627,26.241,222.6,2087.1,2397.8,59.1,20.75,4.61,4.5,0.97,0.293,0.04,0.94,5.6
2010-02-05T17:18:00Z,31.674,-64.174,10.6,19.107,36.629,36.627,26.241,223.8,2086.9,2393.0,59.0,22.66,4.73,4.5,0.96,0.283,0.0,0.96,5.2
2010-02-05T17:18:00Z,31.674,-64.174,21.1,19.112,36.63,36.627,26.24,222.5,2086.6,2393.3,59.0,19.89,4.55,4.6,0.95,0.283,0.0,0.96,5.4
2010-02-05T17:18:00Z,31.674,-64.174,43.6,19.113,36.629,36.627,26.241,223.5,2087.3,2393.3,59.0,20.85,4.55,4.3,0.96,0.293,0.0,0.96,5.4
2010-02-05T17:18:00Z,31.674,-64.174,59.9,19.114,36.629,36.63,26.242,222.6,2086.2,2393.3,59.0,20.46,4.78,4.7,0.95,0.283,0.0,0.96,5.1
2010-02-05T17:18:00Z,31.674,-64.174,79.8,19.118,36.63,36.627,26.242,222.3,2086.3,2393.1,59.3,23.11,4.84,4.4,0.97,0.293,0.0,0.95,5.1
2010-02-05T17:18:00Z,31.674,-64.174,100.3,19.121,36.629,36.631,26.242,222.1,2086.4,2393.1,59.0,24.2,4.67,4.3,0.96,0.283,0.0,0.99,5.0
2010-02-05T17:18:00Z,31.674,-64.174,120.3,19.128,36.629,36.63,26.241,222.1,2086.2,2393.1,59.6,29.67,4.55,5.0,0.96,0.293,0.04,0.92,5.6
2010-02-05T17:18:00Z,31.674,-64.174,140.8,19.128,36.629,36.627,26.242,221.7,2084.7,2392.9,59.0,17.34,4.26,4.9,0.98,0.293,0.0,1.01,5.5
2010-02-05T17:18:00Z,31.674,-64.174,160.6,19.132,36.629,36.628,26.242,222.4,2084.5,2393.2,57.8,21.07,4.61,4.6,0.98,0.293,0.0,0.97,4.9
2010-02-05T17:18:00Z,31.674,-64.174,200.6,19.044,36.619,36.615,26.258,218.3,2089.0,2392.4,56.3,17.04,4.08,5.0,1.47,0.234,0.04,1.02,4.2
2010-02-23T11:04:00Z,31.667,-64.167,399.1,17.877,36.51,36.51,26.478,200.9,2117.5,2386.3,49.9,7.3,1.48,7.6,5.21,0.0,0.3,1.81,0.9
2010-03-26T12:00:00Z,31.675,-64.171,299.9,17.992,36.546,36.547,26.473,211.5,2105.4,2375.4,51.6,8.91,1.5,6.6,2.57,0.039,0.09,1.41,1.5
2010-03-26T12:00:00Z,31.675,-64.171,397.1,17.705,36.512,36.516,26.522,213.4,2108.5,2385.3,48.2,4.62,1.38,6.7,3.41,0.0,0.2,1.6,1.3
2010-04-07T13:00:00Z,31.639,-64.199,10.1,18.87,36.623,36.622,26.298,247.8,2081.1,2393.8,63.6,135.72,13.95,4.6,0.0,0.0,0.0,0.61,9.5
2010-04-21T06:22:00Z,31.667,-64.168,300.3,18.013,36.536,36.535,26.46,200.8,2110.5,2386.9,49.8,6.27,1.39,7.6,4.12,0.0,0.09,1.66,1.3
2010-04-21T06:22:00Z,31.667,-64.168,399.4,17.318,36.416,36.416,26.543,191.9,2123.1,2379.3,47.7,4.06,1.32,8.7,6.4,0.0,0.17,2.33,1.2
2010-05-13T08:03:00Z,31.668,-64.164,299.9,17.866,36.535,36.532,26.495,209.3,2109.8,2387.1,50.8,16.45,3.23,7.4,4.29,0.0,0.17,0.72,1.9
2010-05-13T08:03:00Z,31.668,-64.164,400.3,17.392,36.448,36.45,26.549,202.7,2116.4,2381.3,49.4,6.72,1.65,8.4,5.76,0.0,0.12,0.67,1.3
2010-06-22T13:05:00Z,31.667,-64.166,400.5,17.334,36.444,36.448,26.56,204.5,2117.0,2378.0,48.7,8.08,0.96,8.7,4.99,0.0,0.22,1.14,1.9
2010-07-23T11:04:00Z,31.668,-64.162,299.3,18.062,36.553,36.56,26.461,205.6,2107.2,2388.5,50.2,8.46,1.14,7.0,4.42,0.0,0.29,1.32,0.7
2010-07-23T11:04:00Z,31.668,-64.162,400.5,17.448,36.445,36.445,26.533,194.3,2119.7,2382.0,49.6,6.98,1.48,8.5,6.28,0.0,0.27,1.74,0.7
2010-08-21T14:04:00Z,31.695,-64.159,9.7,28.725,36.662,36.67,23.408,196.3,2045.2,2396.2,66.9,21.27,3.38,4.4,0.19,0.0,0.0,1.06,4.4
2010-08-21T14:04:00Z,31.695,-64.159,19.4,28.403,36.671,36.677,23.523,198.9,2047.1,2396.6,66.3,21.42,3.69,4.3,0.19,0.0,0.0,1.06,6.2
2010-08-21T14:04:00Z,31.695,-64.159,39.4,23.752,36.79,36.792,25.076,230.1,2059.1,2404.4,65.4,26.71,4.25,4.3,0.22,0.0,0.0,1.81,6.8
2010-08-21T14:04:00Z,31.695,-64.159,60.2,21.399,36.743,36.743,25.716,222.6,2071.8,2401.2,64.5,25.04,4.31,4.0,0.21,0.0,0.0,1.28,7.1
2010-08-21T14:04:00Z,31.695,-64.159,78.5,20.043,36.66,36.668,26.022,220.1,2083.7,2396.1,63.4,24.41,4.69,4.2,0.45,0.098,0.0,1.33,4.7
2010-08-21T14:04:00Z,31.695,-64.159,100.4,19.536,36.686,36.684,26.177,198.0,2100.5,2397.5,61.2,15.53,3.37,5.2,0.21,0.0,0.0,1.33,3.2
2010-08-21T14:04:00Z,31.695,-64.159,119.8,19.122,36.649,36.652,26.258,199.4,2103.1,2395.1,58.1,12.13,1.8,5.2,0.38,0.078,0.0,1.41,2.5
2010-08-21T14:04:00Z,31.695,-64.159,138.2,18.826,36.627,36.627,26.318,206.7,2101.5,2393.6,57.1,7.61,2.05,5.4,1.53,0.0,0.0,0.85,2.3
2010-08-21T14:04:00Z,31.695,-64.159,160.2,18.662,36.618,36.617,26.354,204.6,2102.0,2392.8,55.6,5.33,1.24,5.3,2.03,0.0,0.0,1.45,1.8
2010-08-21T14:04:00Z,31.695,-64.159,199.3,18.456,36.603,36.6,26.396,205.7,2102.4,2391.9,54.5,10.23,1.48,5.9,2.36,0.0,0.0,1.59,1.9
2010-08-21T14:04:00Z,31.695,-64.159,249.0,18.303,36.587,36.587,26.425,206.8,2102.5,2390.7,52.7,14.23,1.8,6.3,2.52,0.0,0.0,3.56,1.6
2010-09-05T13:12:00Z,31.665,-64.171,300.2,17.881,36.528,36.528,26.487,205.6,2107.6,2386.8,51.0,14.66,1.65,7.3,4.35,0.0,0.16,1.75,0.9
2010-09-05T13:12:00Z,31.665,-64.171,399.4,17.384,36.462,36.46,26.561,209.1,2110.3,2382.4,49.3,7.27,1.65,7.7,4.96,0.0,0.17,1.99,0.9
2010-10-06T17:59:00Z,31.666,-64.175,400.7,17.739,36.507,36.506,26.51,202.2,2101.2,2384.7,49.1,5.75,1.18,8.4,4.94,0.0,0.12,1.76,1.1
2010-10-07T19:20:00Z,31.799,-63.988,301.1,18.085,36.562,36.563,26.462,204.0,2100.8,2388.4,50.7,7.46,0.91,7.7,4.01,0.0,0.16,1.52,0.3
2010-11-10T17:00:00Z,31.666,-64.169,297.8,18.108,36.561,36.559,26.455,205.1,2095.5,2389.9,51.0,11.34,0.86,7.2,3.97,0.0,0.1,1.46,1.2
2010-11-10T17:00:00Z,31.666,-64.169,401.3,17.608,36.486,36.487,26.526,203.2,2102.5,2385.1,50.4,10.49,0.78,8.5,5.07,0.0,0.11,1.76,1.3
2010-12-08T21:00:00Z,31.666,-64.165,298.2,17.964,36.544,36.545,26.478,200.8,2098.2,2388.9,51.0,7.06,1.13,7.1,4.26,0.0,0.17,3.16,1.5
2010-12-08T21:00:00Z,31.666,-64.165,399.5,17.424,36.46,36.461,26.55,200.7,2103.6,2383.2,50.1,10.95,1.31,8.0,5.27,0.0,0.16,4.72,1.3
2010-12-09T16:27:00Z,31.708,-64.147,3.9,22.191,36.645,36.643,25.416,210.3,2053.5,2395.6,65.4,22.33,4.38,4.3,0.13,0.0,0.0,0.38,4.5
2010-12-09T16:27:00Z,31.708,-64.147,9.0,22.195,36.645,36.644,25.415,209.6,2052.2,2395.6,64.4,22.95,4.57,4.1,0.13,0.0,0.0,0.41,6.1
2010-12-09T16:27:00Z,31.708,-64.147,19.5,22.192,36.644,36.646,25.416,213.4,2052.1,2395.5,64.5,23.43,4.63,3.6,0.13,0.0,0.0,0.43,5.9
2010-12-09T16:27:00Z,31.708,-64.147,39.7,22.181,36.642,36.641,25.419,209.6,2052.7,2395.8,65.0,22.9,4.37,3.6,0.13,0.0,0.0,0.49,6.0
2010-12-09T16:27:00Z,31.708,-64.147,60.1,22.161,36.637,36.636,25.422,214.3,2053.0,2394.9,64.4,22.98,5.35,4.0,0.14,0.0,0.0,0.51,6.3
2010-12-09T16:27:00Z,31.708,-64.147,78.9,22.143,36.632,36.632,25.424,210.3,2053.4,2394.7,63.7,18.91,4.12,4.3,0.14,0.0,0.0,0.52,5.8
2010-12-09T16:27:00Z,31.708,-64.147,98.7,22.086,36.624,36.626,25.436,212.6,2053.5,2394.1,61.4,21.57,4.83,4.6,0.2,0.0,0.0,0.56,5.7
2010-12-09T16:27:00Z,31.708,-64.147,119.7,20.703,36.673,36.671,25.857,192.2,2086.5,2397.4,58.8,10.89,2.54,5.3,1.99,0.049,0.06,0.94,2.9
2010-12-09T16:27:00Z,31.708,-64.147,139.2,19.858,36.651,36.653,26.068,192.2,2092.8,2397.3,56.6,9.91,2.28,5.4,2.41,0.0,0.06,1.12,2.8
2010-12-09T16:27:00Z,31.708,-64.147,159.9,19.271,36.63,36.632,26.206,194.0,2095.7,2396.6,53.8,10.43,2.02,5.3,2.72,0.0,0.08,1.38,1.9
2010-12-09T16:27:00Z,31.708,-64.147,199.0,18.711,36.611,36.612,26.337,196.3,2097.4,2392.5,52.8,7.42,1.76,5.6,3.03,0.0,0.09,1.72,2.0
2011-03-04T11:55:00Z,31.673,-64.163,301.8,18.411,36.598,36.598,26.408,212.9,2094.1,2391.1,52.3,17.69,1.99,7.0,3.14,0.0,0.1,1.01,1.8
2011-03-04T11:55:00Z,31.673,-64.163,401.6,17.812,36.516,36.515,26.499,201.4,2099.4,2385.7,51.5,8.26,1.27,7.6,4.83,0.0,0.25,1.46,1.1
2011-03-26T08:04:00Z,31.666,-64.165,297.0,18.25,36.62,36.62,26.465,218.9,2088.4,2393.4,51.1,8.31,1.92,6.8,2.47,0.039,0.09,1.2,2.5
2011-03-26T08:04:00Z,31.666,-64.165,403.3,18.088,36.591,36.59,26.488,217.2,2090.9,2392.0,49.9,11.46,1.79,7.1,2.88,0.0,0.13,1.36,2.4
2011-04-07T14:29:00Z,31.629,-64.16,140.9,18.349,36.627,36.638,26.439,220.8,2086.3,2392.1,56.0,15.72,2.03,5.8,2.07,0.107,0.1,1.17,6.1
2011-04-27T19:45:00Z,31.696,-64.204,300.2,17.99,36.582,36.582,26.501,220.7,2092.0,2399.2,50.3,7.92,2.18,7.2,3.16,0.0,0.12,1.1,0.5
2011-04-27T19:45:00Z,31.696,-64.204,400.3,17.449,36.459,36.459,26.544,200.8,2104.3,2386.9,48.3,11.79,2.27,8.8,5.91,0.0,0.25,1.83,0.4
2011-05-17T18:50:00Z,31.666,-64.162,400.3,17.556,36.488,36.488,26.54,205.1,2098.7,2386.2,49.6,5.67,1.21,7.7,4.78,0.0,0.2,1.87,1.8
2012-03-09T20:03:00Z,31.75,-64.156,300.1,18.127,36.578,36.587,26.464,205.5,2111.4,2394.7,49.9,6.73,1.69,7.8,3.73,0.0,0.0,1.65,1.5
2012-03-09T20:03:00Z,31.75,-64.156,400.0,17.76,36.525,36.526,26.518,206.6,2113.6,2390.5,48.4,7.72,1.17,8.0,4.37,0.0,0.07,1.86,1.4
2012-04-12T20:30:00Z,31.766,-64.111,299.8,18.099,36.573,36.572,26.467,204.0,2112.4,2398.2,52.0,18.9,1.36,7.8,4.14,0.0,0.19,0.77,1.6
2012-04-12T20:30:00Z,31.766,-64.111,399.6,17.683,36.513,36.512,26.528,205.2,2114.6,2386.9,50.7,10.27,0.85,8.7,4.82,0.0,0.23,1.01,1.4
2012-05-20T19:31:00Z,31.692,-64.259,300.6,18.158,36.572,36.571,26.451,200.6,2114.7,2390.8,50.1,4.9,1.26,8.1,4.38,0.0,0.19,1.09,1.6
2012-05-20T19:31:00Z,31.692,-64.259,400.5,17.662,36.499,36.499,26.523,201.1,2118.0,2388.7,48.8,8.22,2.19,10.2,5.28,0.0,0.24,1.45,1.3
2012-06-19T19:29:00Z,31.535,-64.112,299.8,18.171,36.575,36.573,26.451,199.8,2115.0,2393.4,50.5,4.47,1.23,7.6,4.47,0.0,0.19,1.16,2.0
2012-06-19T19:29:00Z,31.535,-64.112,400.4,17.665,36.499,36.497,26.522,200.5,2116.3,2383.0,48.9,4.46,1.19,10.2,5.41,0.0,0.25,1.47,1.8
2012-07-13T19:38:00Z,31.584,-64.303,398.9,16.94,36.351,36.352,26.586,189.9,2125.4,2372.4,49.1,1.94,2.03,10.0,7.25,0.0,0.26,3.01,0.1
2012-08-21T18:50:00Z,31.681,-64.218,299.7,18.099,36.569,36.57,26.467,199.4,2114.7,2394.6,50.4,8.46,2.78,8.1,4.58,0.0,0.21,1.67,1.3
2012-08-21T18:50:00Z,31.681,-64.218,399.5,17.529,36.479,36.479,26.543,198.6,2118.2,2389.8,49.1,6.9,2.61,9.8,5.58,0.0,0.27,2.01,1.1
2012-09-13T19:44:00Z,31.667,-64.201,300.2,17.99,36.553,36.554,26.482,201.5,2115.4,2396.8,50.1,9.14,1.44,9.6,4.25,0.0,0.21,1.44,0.9
2012-09-13T19:44:00Z,31.667,-64.201,400.8,17.483,36.472,36.473,26.548,200.5,2118.7,2391.5,49.2,5.83,1.14,10.6,5.21,0.0,0.25,1.81,0.9
2012-10-20T19:33:00Z,31.597,-64.238,299.9,18.425,36.592,36.592,26.403,194.5,2115.9,2395.5,50.7,6.61,1.2,8.1,3.69,0.0,0.16,1.49,0.8
2012-10-20T19:33:00Z,31.597,-64.238,399.5,17.911,36.541,36.542,26.497,201.3,2114.2,2393.8,49.0,7.0,0.81,10.0,4.31,0.0,0.2,1.7,0.5
2012-11-14T21:35:00Z,31.662,-64.166,299.2,18.273,36.58,36.578,26.432,195.7,2114.3,2385.1,50.9,11.05,0.79,7.6,4.04,0.0,0.17,1.58,1.0
2012-11-14T21:35:00Z,31.662,-64.166,398.7,17.678,36.495,36.495,26.519,197.1,2117.2,2382.4,49.3,16.02,0.88,9.7,5.11,0.0,0.24,2.01,0.7
2012-11-16T18:29:00Z,31.666,-64.167,798.2,10.153,35.335,35.334,27.209,150.3,2163.7,2338.3,45.7,17.42,1.08,23.9,20.89,0.0,1.37,12.31,0.6
2012-12-12T19:37:00Z,31.638,-64.043,300.3,18.169,36.572,36.571,26.452,196.3,2115.4,2385.3,49.6,19.82,1.38,5.9,4.45,0.0,0.2,1.52,1.7
2012-12-12T19:37:00Z,31.638,-64.043,398.8,17.663,36.496,36.494,26.523,195.6,2119.2,2378.6,48.1,19.69,1.61,10.4,5.37,0.0,0.25,1.93,1.4
2013-01-23T15:56:00Z,31.712,-64.114,39.1,21.056,36.564,36.563,25.675,218.5,2068.8,2389.7,66.0,15.92,3.95,4.8,0.0,0.029,0.0,0.68,6.9
2013-01-24T02:29:00Z,31.67,-64.163,299.7,18.145,36.547,36.547,26.439,196.3,2120.5,2383.7,51.0,7.05,0.7,7.5,4.3,0.0,0.2,1.47,1.5
2013-01-24T02:29:00Z,31.67,-64.163,399.8,17.552,36.465,36.466,26.526,195.5,2124.3,2381.8,50.1,7.28,0.54,9.3,5.46,0.0,0.27,1.88,1.1
2013-02-13T13:13:00Z,31.652,-64.162,39.9,19.676,36.548,36.549,26.034,222.4,2084.4,2384.4,63.6,24.13,3.97,4.7,0.15,0.078,0.0,0.68,6.5
2013-02-13T19:35:00Z,31.625,-64.153,300.7,18.108,36.544,36.543,26.445,196.7,2121.4,2392.6,51.2,5.35,0.7,8.3,4.13,0.0,0.17,1.74,1.3
2013-02-13T19:35:00Z,31.625,-64.153,398.1,17.633,36.486,36.487,26.523,197.1,2123.2,2386.4,50.3,5.36,0.61,10.0,5.64,0.0,0.23,1.94,1.1
2013-03-13T19:35:00Z,31.603,-64.215,300.0,18.245,36.55,36.55,26.416,194.6,2114.1,2394.8,51.0,5.17,1.19,7.9,4.37,0.0,0.2,1.49,1.3
2013-03-13T19:35:00Z,31.603,-64.215,401.3,17.558,36.471,36.471,26.529,194.8,2118.2,2390.9,49.6,4.6,1.24,9.4,5.78,0.0,0.28,1.96,0.8
2013-04-08T18:04:00Z,31.668,-64.168,299.2,18.094,36.548,36.548,26.452,195.2,2116.3,2385.1,51.1,14.49,6.48,7.6,5.68,0.0,0.25,1.69,1.9
2013-04-08T18:04:00Z,31.668,-64.168,400.9,17.441,36.453,36.453,26.544,198.5,2120.1,2381.6,49.5,9.57,1.72,8.6,6.29,0.0,0.34,2.11,1.1
2013-11-14T21:18:00Z,31.663,-64.172,297.1,17.917,36.518,36.518,26.473,195.1,2117.8,2380.8,49.8,4.33,1.24,8.4,4.82,0.0,0.24,1.49,1.4
2013-11-14T21:18:00Z,31.663,-64.172,397.3,17.375,36.429,36.428,26.542,191.2,2123.2,2384.2,48.5,2.98,1.06,10.0,6.35,0.0,0.34,1.98,1.2
2014-03-07T17:17:00Z,31.665,-64.15,249.9,18.822,36.556,36.555,26.272,206.3,2102.2,2386.9,52.2,4.45,0.35,6.9,2.58,0.0,0.17,1.28,2.3
2014-03-07T17:17:00Z,31.665,-64.15,301.4,18.645,36.548,36.547,26.314,211.4,2107.0,2385.8,50.5,4.12,0.0,7.9,2.62,0.0,0.17,1.3,2.0
2014-03-07T17:17:00Z,31.665,-64.15,401.6,18.348,36.547,36.545,26.392,205.3,2118.0,2379.5,48.4,3.92,0.0,9.3,3.5,0.0,0.23,1.47,1.8
2014-06-13T19:02:00Z,31.607,-64.109,300.3,18.299,36.547,36.547,26.4,196.9,2112.6,2407.1,50.4,3.48,0.58,7.8,3.95,0.0,0.2,1.01,1.3
2014-06-13T19:02:00Z,31.607,-64.109,399.1,17.669,36.476,36.477,26.506,194.7,2119.2,2400.3,48.6,3.2,0.58,9.3,5.31,0.0,0.29,1.1,1.3
2014-12-11T20:35:00Z,31.677,-64.165,498.5,16.765,36.324,36.328,26.611,187.1,2129.4,2382.3,48.6,3.31,0.49,11.0,7.78,0.059,0.28,3.6,1.6
2015-03-13T17:03:00Z,31.608,-64.189,139.1,19.904,36.517,36.517,25.955,222.7,2076.9,2394.7,58.2,31.94,7.7,4.0,0.47,0.312,0.0,1.65,6.2
2015-07-17T15:50:00Z,31.638,-64.164,9.3,27.678,36.38,36.379,23.54,200.7,2039.2,2383.8,66.6,22.56,3.6,4.9,0.08,0.078,0.07,0.17,7.0
2015-12-13T16:31:00Z,31.579,-64.177,3.5,23.157,36.472,36.472,25.008,213.9,2056.9,2390.6,69.2,29.45,3.9,2.5,0.0,0.0,0.0,0.64,7.4
2016-03-24T15:32:00Z,31.722,-64.142,80.0,20.596,36.63,36.63,25.853,218.8,2080.6,2402.5,64.1,30.98,6.61,4.1,0.17,0.029,0.05,0.0,6.2
2016-04-15T18:11:00Z,31.666,-64.17,604.0,15.208,36.028,36.028,26.745,176.2,2146.8,2370.7,47.8,9.34,0.0,13.2,12.03,0.0,0.72,5.09,1.4
2016-04-15T18:11:00Z,31.666,-64.17,704.2,13.293,35.725,35.725,26.921,163.3,2161.3,2352.5,46.6,4.65,1.42,17.3,17.33,0.0,1.1,8.57,1.6
2016-04-15T18:11:00Z,31.666,-64.17,898.6,8.863,35.199,35.208,27.317,153.1,2189.5,2328.3,46.7,8.07,1.93,25.0,22.26,0.0,1.48,13.97,1.4
2016-04-15T18:11:00Z,31.666,-64.17,1001.2,7.16,35.122,35.117,27.51,182.3,2186.4,2329.8,44.0,3.71,1.46,23.2,19.8,0.0,1.36,13.06,1.4
2016-05-04T18:15:00Z,31.666,-64.168,601.1,14.577,35.926,35.926,26.804,179.1,2144.8,2363.7,50.2,5.6,1.25,13.1,13.32,0.0,1.03,5.33,1.2
2016-05-04T18:15:00Z,31.666,-64.168,699.9,12.305,35.59,35.589,27.012,155.2,2157.3,2340.0,45.5,3.2,1.37,17.5,19.87,0.0,1.36,10.33,0.9
2016-05-04T18:15:00Z,31.666,-64.168,901.0,7.966,35.161,35.162,27.424,161.8,2128.3,2326.0,46.4,2.8,0.92,23.8,22.23,0.0,1.45,13.12,0.6
2016-05-04T18:15:00Z,31.666,-64.168,1000.7,6.743,35.116,35.116,27.563,186.4,2182.7,2320.7,47.5,5.44,1.17,22.7,20.85,0.0,1.42,13.11,0.6
2016-06-15T15:31:00Z,31.672,-64.249,19.0,25.158,36.519,36.519,24.444,207.4,2072.8,2391.3,66.5,11.74,1.34,3.7,0.0,0.0,0.07,0.0,4.7
2016-07-22T17:16:00Z,31.668,-64.167,600.6,14.942,35.989,36.437,26.773,196.4,2172.9,2319.7,61.6,14.94,2.55,6.6,12.8,0.0,0.45,5.01,1.9
2016-07-22T17:16:00Z,31.668,-64.167,700.2,12.93,35.677,35.679,26.957,160.8,2164.8,2346.3,45.7,4.0,2.01,18.7,18.65,0.0,0.68,8.49,0.9
2016-07-22T17:16:00Z,31.668,-64.167,801.3,10.526,35.357,35.36,27.161,143.0,2182.4,2329.2,44.7,4.04,0.73,21.8,22.81,0.0,0.96,12.07,0.8
2016-07-22T17:16:00Z,31.668,-64.167,1000.9,7.232,35.156,35.156,27.528,185.6,2183.5,2325.1,47.5,3.57,1.47,24.5,22.31,0.0,1.24,13.83,0.8
2016-07-23T17:09:00Z,31.689,-64.197,79.5,21.378,36.654,36.654,25.657,226.1,2077.5,2403.5,65.2,19.56,9.48,4.2,0.0,0.0,0.07,0.02,6.0
2016-08-17T18:05:00Z,31.667,-64.166,602.7,15.292,36.054,36.056,26.746,173.8,2148.5,2367.9,47.7,3.02,4.65,13.1,10.78,0.0,0.78,2.81,0.6
2016-08-17T18:05:00Z,31.667,-64.166,801.2,11.062,35.431,35.433,27.124,150.6,2180.0,2334.1,46.7,2.74,1.88,20.9,20.46,0.0,1.26,7.33,0.8
2016-08-17T18:05:00Z,31.667,-64.166,898.6,8.844,35.215,35.214,27.333,156.5,2190.5,2324.0,44.9,3.85,1.07,24.9,22.8,0.0,1.1,9.36,0.7
2016-08-17T18:05:00Z,31.667,-64.166,999.4,7.213,35.125,35.126,27.506,183.3,2185.9,2321.8,46.4,3.98,0.27,22.8,21.12,0.0,1.01,10.92,0.7
2016-08-19T15:30:00Z,31.709,-64.151,10.0,29.306,36.499,36.499,23.088,196.4,2046.3,2388.2,72.9,9.3,1.05,3.2,0.0,0.0,0.0,0.58,3.2
2016-08-19T15:30:00Z,31.709,-64.151,201.5,19.552,36.585,36.586,26.103,203.7,2049.0,2391.7,53.8,9.5,3.98,4.8,1.73,0.0,0.06,0.89,2.1
